"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",42,2474.1610970459,58.9085975487119,122.338745331286
"2","Água",1,137.834147973633,137.834147973633,NA
"3","Áreas Abertas (úmidas + Secas)",1,8.85403894042969,8.85403894042969,NA
"4","Pastagem",21,39913.2436570557,1900.63065033598,8668.10033904039
"5","Vegetação Nativa",312,16283.5715276855,52.1909343836075,113.435433265805
