"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",8,106.672588720703,13.3340735900879,7.48066923098274
"2","Pastagem",14,2619.60136987305,187.114383562361,654.360927195505
"3","Vegetação Nativa",9,5084.31654694824,564.924060772027,1463.38967032338
