"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",17,19586.8320740723,1152.16659259249,2920.33376034062
"2","Água",1,39.3923795166016,39.3923795166016,NA
"3","Pastagem",350,34918.5946949219,99.7674134140625,1738.21850151154
"4","Vegetação Nativa",565,13157.2363458252,23.2871439749118,51.7016132187525
