"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",3,42.1996245117188,14.0665415039063,1.91143294815998
"2","Áreas Urbanas",1,10.1374543701172,10.1374543701172,NA
"3","Pastagem",19,3277.89384333496,172.520728596577,696.741095346105
"4","Vegetação Nativa",29,2783.52900327148,95.9837587334995,261.398305942813
