"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",2,13.8720763671875,6.93603818359375,1.85995689725772
"2","Pastagem",32,2611.68647198486,81.615202249527,364.800807803132
"3","Vegetação Nativa",20,3581.59612183838,179.079806091919,700.04619006782
