"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Água",7,20.2040889892578,2.88629842703683,2.40718915997529
"2","Áreas de Reflorestamento",3,848.065384179687,282.688461393229,250.198868765012
"3","Áreas Urbanas",1,7.89409755859375,7.89409755859375,NA
"4","Pastagem",41,12076.3177981934,294.544336541301,1756.50171518242
"5","Vegetação Nativa",58,11712.8600074707,201.945862197771,820.635719240716
