"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",15,477.305801733398,31.8203867822266,28.1027770499213
"2","Pastagem",1,6341.25367839355,6341.25367839355,NA
"3","Vegetação Nativa",49,1658.16058996582,33.8400120401188,62.2785232070398
