"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",15,567.155897900391,37.8103931933594,53.9795046730767
"2","Água",1,60.8382423828125,60.8382423828125,NA
"3","Áreas Abertas (úmidas + Secas)",5,242.972224438477,48.5944448876953,38.9646046766473
"4","Pastagem",5,9523.57168847656,1904.71433769531,4225.3882075211
"5","Vegetação Nativa",56,2501.48315927734,44.6693421299526,107.615091864574
