"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",2,15.8485578613281,7.92427893066406,3.24028402442397
"2","Áreas de Reflorestamento",4,291.333544995117,72.8333862487793,37.3953626019416
"3","Áreas Urbanas",1,75.1774206420898,75.1774206420898,NA
"4","Pastagem",7,6093.20227341309,870.457467630441,2284.56126987163
"5","Rodovias",1,33.1316444335937,33.1316444335937,NA
"6","Vegetação Nativa",61,1945.21235820312,31.8887271836578,61.7033414810632
