"","Uso","area_ha.length","area_ha.sum","area_ha.mean","area_ha.sd"
"1","Afloramento Rochoso",18,6710.49829760742,372.80546097819,657.047205273041
"2","Áreas de Reflorestamento",4,222.621410327148,55.6553525817871,27.1926954486783
"3","Áreas Urbanas",1,48.8619765136719,48.8619765136719,NA
"4","Pastagem",63,24628.5812883545,390.929861719913,1982.61453840998
"5","Vegetação Nativa",230,19713.1773095459,85.709466563243,405.814239753677
